countyID,mean,median,2.50%,97.50%
501,468.0910489,439.0081583,271.2773371,838.349338
502,205.5194261,186.3725735,124.0992896,406.0832844
503,134.5021508,129.1461968,93.57643409,205.4081179
504,701.8942203,635.6382157,364.7193613,1426.545545
505,106.7401598,90.89122414,55.70336605,255.9356051
506,787.0135587,718.3702579,356.0637625,1619.855371
507,20.07517122,19.75887053,12.42931877,29.57961454
508,216.9218462,206.8383177,137.7929506,354.1493497
509,49.22060505,44.79743355,30.39368546,94.39065615
510,2052.014723,1976.024274,1162.150154,3375.395106
511,1091.6433,1054.442759,698.8260277,1699.151215
512,32.15235142,31.73582514,22.54580356,44.11355097
513,154.0539827,146.7646107,98.28099371,253.1657153
514,109.7293379,103.4903838,66.93369671,189.7749321
515,633.3263487,617.7099674,428.2872841,931.2835458
516,264.2936589,242.256012,165.0965114,501.5499063
517,67.1061946,56.65424432,30.83399835,170.6872557
518,580.8042902,530.6552375,290.1746534,1162.301082
519,40.69927856,38.19818064,22.01725068,74.13688352
520,11.85683482,11.67628255,7.66407933,17.06129046
521,293.74779,279.7186878,193.3702174,479.4708194
522,122.2943633,106.4972275,59.66611158,277.4466595
523,176.6528695,154.9977412,98.45130882,386.5967883
524,57.28044999,52.42081085,30.199804,113.3765416
525,662.6564965,630.1614474,397.473142,1113.727028
526,579.0472075,549.2654631,345.9111566,985.8978015
527,424.6696908,401.2663355,240.9625445,747.3654323
528,206.1681962,187.0916031,111.5147931,410.9084833
529,49.20897965,48.59514231,35.0638679,66.96955162
530,591.8063133,569.4640125,405.6437824,917.3816124
531,91.69815795,79.29151593,51.90911329,211.3224603
532,52.39964602,47.77392461,27.83255774,103.6525177
533,351.8952508,334.2890993,218.0060615,588.0937372
534,344.9228318,324.8768103,206.8907868,602.9434735
535,681.6947973,652.5070436,375.4871654,1154.311607
536,1178.186822,1144.273924,768.3906769,1780.984823
537,446.4051236,404.5003107,253.6490113,886.7998029
538,70.6169663,58.44580786,34.36617644,180.5988917
539,168.9212796,161.7440161,118.6238717,259.2716367
540,582.8253857,539.3330435,308.7502415,1107.390877
541,19.94234859,19.62899899,13.14979451,28.46288002
542,81.57340555,80.38733454,54.65887423,115.2132181
543,326.8775682,312.1915754,210.2609147,529.3106069
544,1254.537312,1191.367113,664.2363007,2204.880224
545,131.15678,115.4944515,75.70155264,284.7033454
546,68.95773891,68.13952225,50.29712496,92.11305048
547,100.2280386,86.59707722,55.31921238,230.8928411
548,192.4677309,180.3702294,99.35274161,356.6580948
549,5969.184143,5853.487349,3832.804983,8768.395635
550,12838.62547,12426.97988,7534.721022,20411.64857
551,0.490688183,0.448445072,1.16E-08,1.318388915
552,1207.875716,1174.5253,777.9375894,1827.798547
553,2191.288648,2107.308739,1224.242198,3633.341832
554,5207.673517,5023.346291,2983.916097,8456.784474
555,37.20385557,36.76404718,27.05541865,49.89628249
556,840.3461642,807.2720106,468.5070898,1400.685476
557,,,,
558,,,,
559,,,,
560,,,,
561,85.8351438,77.34683322,40.54866035,181.2767958
562,,,,
563,879.269498,848.2108016,507.4996513,1420.881838
564,129.5338227,113.8796842,76.52894834,283.4809065
