state,educ,mean,median,q025,q975
SD,4,0.021210440545002467,0.01912602594060679,0.007427012358181494,0.04620702260614188
TN,1,0.012878431730267393,0.011261846391253116,0.004832965421811708,0.029496427250730296
TN,2,0.014172358592831912,0.013907985322387836,0.009499565397277811,0.02033464358953616
TN,3,0.018332723724318756,0.018152199332217817,0.013343024506553334,0.024351783966466607
TN,4,0.021797393609944055,0.02106809656263821,0.013168285452134764,0.034593870054091105
TX,1,0.009307993748948314,0.008882788806049011,0.0046209736053436,0.016332595203586188
TX,2,0.015630170546459207,0.015431032979749834,0.010917842359979687,0.02152662228731647
TX,3,0.01823876822050863,0.018117245528905722,0.013975534119725035,0.023188284635750282
TX,4,0.022386642923554887,0.021888925001058462,0.01390826026277514,0.03357931527731517
UT,1,0.009767318643968148,0.008961039392153668,0.004208349369349351,0.02001795219647958
UT,2,0.014375847083727009,0.014117798353392875,0.009370694362603689,0.020834659932739325
UT,3,0.016894889432686494,0.01670776117463857,0.012246406612639472,0.022675448062057006
UT,4,0.02137553585966317,0.020912546321786324,0.01281320168794611,0.032578821778814084
VA,1,0.012860162051504425,0.01155683418457418,0.0047033706360266785,0.02795425240845426
VA,2,0.016794746019869775,0.016510331753297622,0.011332244936867651,0.023857356423181635
VA,3,0.02254515679650565,0.022336905121498732,0.016515068049029493,0.02972009996768136
VA,4,0.01961617618796943,0.018984542166539598,0.011148596835185536,0.03174321163879588
VT,1,0.02701240394190711,0.019315631331245347,0.004788314506724421,0.0941552930362775
VT,2,0.01908746733391598,0.017461784608906645,0.007623095986984744,0.039588015215234654
VT,3,0.028428651194371317,0.027740771269959153,0.013726755502475103,0.04699131986775553
VT,4,0.044734296483873115,0.041689442434866206,0.01477311162013447,0.09064755027950405
WA,1,0.011585570125698315,0.010794871645895071,0.00537321764969146,0.022208452374988766
WA,2,0.017508298487953784,0.01727086259433759,0.012274303007779106,0.024056553265054317
WA,3,0.022055815109390732,0.021922173822857903,0.0170882534657272,0.02778101952887566
WA,4,0.027057967961719255,0.026626471970553504,0.01741388850208553,0.03904611807330318
WI,1,0.011855943008630875,0.010172605433821345,0.00439955620373384,0.029093334743230233
WI,2,0.01314618320806564,0.01283697699182293,0.008407108818517363,0.019602342827136732
WI,3,0.018112035546769805,0.01790287285037074,0.01275859782426934,0.024691778384912596
WI,4,0.020609955912727854,0.019700137259388156,0.011510404530339753,0.03468530137862423
WV,1,0.014523170744638863,0.01228951319809433,0.004144260831228284,0.03694724700029627
WV,2,0.013017394467098127,0.012634665923820579,0.007068387219538339,0.021169321331791894
WV,3,0.020365792793642208,0.01993407411831148,0.011824241155881304,0.031393188648635835
WV,4,0.024894734561358187,0.022984180390480884,0.010407287333899649,0.04965787222177649
WY,1,0.01771875920679234,0.01281019411430109,0.003190152163241668,0.060421397181295154
WY,2,0.012753346566614,0.011747784149836168,0.005095211312758466,0.026047222060250876
WY,3,0.01832100141698756,0.01800174663109709,0.009054393343981062,0.029571625496343932
