income,mean,median,q025,q975,state
2,1693.5526851792313,1605.940554138775,768.9150406606719,3112.6966327020464,RI
3,5438.856331337586,5363.108866145879,3543.2254740589883,7780.863834844591,RI
4,5718.2442691037695,5630.216001730016,3627.335590066566,8304.246275522873,RI
1,13054.142640194697,12436.848570760858,6319.982399283529,23463.203353964833,SC
2,9342.660883342953,8964.54767292523,4424.7605151194675,16494.998307466674,SC
3,19551.05243543855,18982.920707727346,11546.960080162977,30857.460024171447,SC
4,14127.586722844195,13541.464745558209,7235.5045765664545,24355.20272185162,SC
1,1076.7556936066842,1016.0219371849569,481.9540800532569,2017.9179626989187,SD
2,1637.897942511231,1502.797916688326,561.3080682915829,3425.695819053762,SD
3,3198.5911892063205,3115.374902399103,1641.924061206558,5226.572197028847,SD
4,2484.2762738341235,2341.2887221198516,965.6649287190494,4716.632131655433,SD
1,12386.53146398225,12023.894395315152,7242.949284568616,19565.635325451618,TN
2,14456.441909756886,13910.855937561748,7443.413546022371,24355.285843260055,TN
3,31341.173798926135,30992.352775384585,21821.75459062586,42701.53123329817,TN
4,22420.893374612195,21852.942170206778,13996.09911679985,33838.86629766859,TN
1,43978.977135329435,42794.66526705529,26241.020583370464,68047.30008302725,TX
2,46152.884379383155,44793.923260400625,25603.059671389514,74353.66870516632,TX
3,124203.2938159477,123015.39613631219,87686.31403512943,167758.00795165126,TX
4,108681.84664556797,107243.26429040596,72077.22373232263,153155.74634396346,TX
1,3487.5361039752734,3340.052072339515,1839.0819221520628,5955.557719815023,UT
2,3753.9991134223474,3612.9661702985204,1920.3699676399356,6378.208800143247,UT
3,12839.880296952388,12667.447021431994,8567.349080607168,18067.19434983561,UT
4,12602.382336609397,12421.820531869416,7945.822948131326,18324.834526835577,UT
1,12494.606221213275,11910.004407133343,6765.26146935716,21635.955430169703,VA
2,14372.359611038351,13789.41902109792,7234.4811178356795,24904.907291685668,VA
3,38622.62610928066,38018.01775911417,25699.70524040285,54939.30268385454,VA
4,52167.19466628547,51554.85588453316,34954.91458765941,72960.02662255311,VA
1,1312.4183602542446,1219.5596901369981,556.9374041509357,2597.9028860364597,VT
2,2588.3697697375387,2283.6025672304645,674.2804869445594,6090.225321179626,VT
3,4641.084138549614,4449.775093397906,1975.3514337450813,8332.447600717249,VT
4,4709.46414125338,4430.091719774602,1614.519689663738,9154.687261410907,VT
1,13053.564012501516,12665.844160899083,7539.9828910536935,20757.195625995642,WA
2,12522.990506609285,12146.650646769573,6856.219963293843,20335.574300007673,WA
3,38675.65196296165,38304.32765047686,27184.545650146578,52317.30717809188,WA
4,48821.74183332842,48428.98901820346,34446.015486960365,65265.11525470555,WA
1,9486.218410276071,9095.023705846328,5117.025171299054,16134.52465549008,WI
2,10503.572530668373,10014.965007368617,5259.97793905017,18363.506617350162,WI
3,25565.22704192399,25185.946787526394,16870.001557705076,36440.0552341243,WI
4,21219.291949555576,20704.979263769546,12578.055063533442,32602.04408543901,WI
1,4696.149368152405,4497.548957409908,2308.362907491176,8247.223192627278,WV
2,4605.115631563492,4353.443870136595,1806.474961697548,8724.784929673746,WV
3,7537.404210168177,7345.471595603664,4081.6294300566597,12025.372627737035,WV
4,4891.596515653635,4574.826838579236,2043.762124992926,9362.665742707786,WV
1,743.6694009543999,687.9339945913352,308.9882855586609,1502.5120778031878,WY
2,1446.6590555373261,1280.9253846146507,395.23088418407156,3377.2597469234574,WY
3,2557.436930959704,2442.0141563694897,1089.23325667038,4635.2361535557475,WY
4,2497.7229844822796,2348.8369661170027,779.3469547385394,4992.774725081858,WY
