state,race,mean,median,q025,q975
VA,1,0.017366665059090746,0.016853324250652793,0.010756987879810494,0.026919405332915806
VA,2,0.013736711448332824,0.01331024913971577,0.007207523386691012,0.022809862311163876
VA,3,0.024477040248825823,0.02429904691181723,0.019256943609526168,0.03069254373595399
VT,1,0.003469350105552439,0.0032541808562940953,0.0016185975733808548,0.006556129995357412
VT,2,0.014612733418724504,0.013891649017652465,0.005371968992232159,0.027858709640380983
VT,3,0.016761993861627387,0.016645268782351237,0.010247215421498583,0.024006435312718163
WA,1,0.07863353504214371,0.0770311602739461,0.04892280645368116,0.11779792206276064
WA,2,0.043966389995549936,0.0428057316660685,0.02489320940963366,0.06971444275821218
WA,3,0.05809428160694323,0.057789625264181334,0.046987323454868064,0.07106080870831674
WI,1,0.02325681444524433,0.02195328477378675,0.011364162401452218,0.04259373989418516
WI,2,0.016525492496802744,0.015834953606616645,0.00689588497434458,0.02988999514581648
WI,3,0.025300729167487747,0.025061184174664956,0.01933411633605737,0.03263443775880817
WV,1,0.004270886421938478,0.004089910991044729,0.0022818145371308863,0.007316704851545875
WV,2,0.005847639865566791,0.005461372392208643,0.001795106185163056,0.011992036054834376
WV,3,0.008104772722845245,0.008006164606018345,0.005476161403059821,0.011337965215105184
WY,1,0.0024669872966547666,0.0023143596762139756,0.0011897301053385432,0.004643967545023257
WY,2,0.010310225311866447,0.009971043333168252,0.003357655557356138,0.019307793244263818
WY,3,0.006110988522846502,0.006007418215788669,0.0035661424128022013,0.00924632776647953
